episode,type,classification,surface_spawns,air_spawns,top_spawns,unknown_spawns,levels,link_ids,conflict
4,47,surface,16,0,0,0,1,21;22;23;24;26;27;28;30;31;39;40,0
4,48,surface,49,0,0,0,1,,0
4,49,air,0,18,0,0,1,1;2;3;4;5;6;7;8;9,0
4,50,air,0,18,0,0,1,1;2;3;4;5;6;7;8;9,0
4,51,air,0,18,0,0,1,1;2;3;4;5;6;7;8;9,0
4,55,air,0,15,0,0,1,1;2;3;4;5;6;7;8;9,0
4,56,air,0,15,0,0,1,1;2;3;4;5;6;7;8;9,0
4,57,air,0,15,0,0,1,1;2;3;4;5;6;7;8;9,0
4,66,surface,1,0,55,0,1,1;2;3;4;5;6;7;8;9;10,0
4,67,,0,0,55,0,1,1;2;3;4;5;6;7;8;9,0
4,68,,0,0,55,0,1,2;4;6;8;10;11;12;13;14;15;16;17;18,0
4,69,,0,0,55,0,1,2;4;6;8;10;11;12;13;14;15;16;17;18,0
4,70,air,0,15,80,0,1,11;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,0
4,71,,0,0,16,0,2,5,0
4,73,air,0,2,22,0,1,14;15;16;17;18;19,0
4,74,surface,56,0,0,0,1,1;2,0
4,75,surface,56,0,0,0,1,1;2,0
4,80,surface,16,0,0,0,1,21;22;23;25;26;27;28;29;30;31;33;37;38;39,0
4,81,surface,16,0,0,0,1,21;22;23;25;26;27;28;29;30;31;33;37;38;39,0
4,82,surface,16,0,0,0,1,21;22;23;25;26;27;28;29;30;31;33;37;38;39,0
4,83,surface,16,0,0,0,1,21;22;23;25;26;27;28;29;30;31;33;37;38;39,0
4,84,surface,23,0,0,0,1,,0
4,87,surface,20,0,0,0,1,20;22;23;24;25;26;27;28;30;31;32;33;34;35;36;40,0
4,88,surface,20,0,0,0,1,20;22;23;24;25;26;27;28;30;31;32;33;34;35;36;40,0
4,89,surface,20,0,0,0,1,20;22;23;24;25;26;27;28;30;31;32;33;34;35;36;40,0
4,90,surface,20,0,0,0,1,20;22;23;24;25;26;27;28;30;31;32;33;34;35;36;40,0
4,129,air,0,15,0,0,2,31;32;33;34;35;36;37;38;39,0
4,130,air,0,151,2,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;27;28;29;31;32;33;34;35;36,0
4,131,air,0,24,0,0,1,1;2;3;4;5;6;17;18;19;41;61;81,0
4,132,air,0,41,90,0,3,7;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,0
4,133,air,0,23,0,0,1,30;31;32;33;34;35;36;37;38;39,0
4,134,air,0,24,0,0,1,,0
4,142,,0,0,20,0,1,,0
4,163,air,0,24,0,0,1,1;2;3;4;11;12;13;14,0
4,164,air,0,6,0,0,1,5;15,0
4,171,surface,21,0,0,0,1,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,172,surface,21,0,0,0,1,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,173,surface,21,0,0,0,1,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,174,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,175,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,176,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,177,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,178,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,179,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,180,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,181,,2,34,25,0,8,6;7;8;9;10;14;15;19;142;162;182,1
4,182,,0,0,72,0,1,,0
4,183,surface,58,0,0,0,1,,0
4,201,air,0,50,0,0,1,1;2;3;4;5;6;199,0
4,202,air,0,48,4,0,2,1;2;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0
4,203,surface,11,0,0,0,1,42;62;82;102,0
4,204,surface,11,0,0,0,1,42;62;82;102,0
4,205,surface,21,0,0,0,1,41;61;81;101;131,0
4,206,surface,10,0,0,0,1,42;62;82;132,0
4,207,surface,10,0,0,0,1,42;62;82;132,0
4,208,surface,37,0,0,0,1,1;2;3;4;15;16;17;18;19;21;22;23;24;25,0
4,209,surface,37,0,0,0,1,1;2;3;4;15;16;17;18;19;21;22;23;24;25,0
4,210,surface,37,0,0,0,1,1;2;3;4;15;16;17;18;19;21;22;23;24;25,0
4,211,surface,37,0,0,0,1,1;2;3;4;15;16;17;18;19;21;22;23;24;25,0
4,212,surface,31,0,19,0,2,,0
4,213,surface,6,0,44,0,2,,0
4,214,,0,0,50,0,2,,0
4,215,surface,44,0,6,0,2,,0
4,216,surface,6,0,44,0,2,,0
4,217,,0,0,50,0,2,,0
4,218,,0,0,48,0,2,,0
4,219,,0,0,48,0,2,,0
4,220,,0,0,48,0,2,,0
4,221,surface,45,0,3,0,2,,0
4,222,surface,46,0,2,0,2,,0
4,223,,0,0,32,0,3,10;11;12;13,0
4,224,,0,0,32,0,3,16;17;18;19,0
4,225,surface,17,0,0,0,1,1;2;3;4;16;17;18;21;22;23;24;25,0
4,226,surface,10,0,0,0,1,15;16;17;18;19,0
4,227,surface,10,0,0,0,1,15;16;17;18;19,0
4,228,,0,0,8,0,2,,0
4,229,,0,0,8,0,2,,0
4,230,,0,0,8,0,2,,0
4,231,,0,0,8,0,2,,0
4,232,,0,0,8,0,2,,0
4,233,,0,0,8,0,2,,0
4,241,air,0,9,0,0,1,1;2;3;4;5;6,0
4,242,air,0,9,0,0,1,1;2;3;4;5;6,0
4,243,air,0,9,0,0,1,1;2;3;4;5;6,0
4,244,air,0,9,0,0,1,1;2;3;4;5;6,0
4,245,,0,0,4,0,1,199,0
4,246,,0,0,4,0,1,199,0
4,247,,0,0,4,0,1,199,0
4,248,,0,0,4,0,1,199,0
4,249,,0,0,4,0,1,199,0
4,250,,0,0,4,0,1,199,0
4,251,surface,6,0,0,0,1,20;21;22;23;24;25,0
4,252,surface,6,0,0,0,1,20;21;22;23;24;25,0
4,253,surface,38,0,0,0,1,,0
4,256,surface,16,0,0,0,1,,0
4,259,,0,0,12,0,1,2;3;4;6;7;8,0
4,260,air,0,1,0,0,1,99,0
4,261,air,0,1,0,0,1,99,0
4,262,air,0,1,0,0,1,99,0
4,263,air,0,1,0,0,1,99,0
4,264,air,0,1,0,0,1,99,0
4,265,air,0,1,0,0,1,198,0
4,266,air,0,1,0,0,1,198,0
4,267,air,0,1,0,0,1,198,0
4,268,air,0,1,0,0,1,198,0
4,269,air,0,1,0,0,1,198,0
4,287,air,0,20,45,0,1,,0
4,288,air,0,26,0,0,4,3;4;5;6;8;9;15;16;18;19,0
4,289,air,0,152,0,0,3,1;2;3;4;5;6;11;12;13;14;15;16,0
4,290,air,0,152,0,0,3,1;2;3;4;5;6;11;12;13;14;15;16,0
4,293,air,0,20,28,0,1,21;22;23;24;25;26;27,0
4,294,,0,0,9,0,1,21;23;61,0
4,295,,0,0,9,0,1,22;24;61,0
4,296,air,0,87,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;41,0
4,297,air,0,40,90,0,1,,0
4,309,,3,1,0,0,3,19,1
4,310,surface,3,0,0,0,2,19,0
4,311,,3,1,0,0,3,19,1
4,312,,3,1,0,0,3,19,1
4,313,,3,1,0,0,3,19,1
4,314,,3,1,0,0,3,19,1
4,315,,3,1,0,0,3,19,1
4,316,,3,1,0,0,3,19,1
4,317,,3,1,0,0,3,19,1
4,318,,3,1,0,0,3,19,1
4,319,surface,1,0,0,0,1,17,0
4,320,,1,2,0,0,3,7;18,1
4,321,,1,1,0,0,2,11;121,1
4,322,air,0,1,0,0,1,11,0
4,323,air,0,1,0,0,1,12,0
4,324,,1,1,0,0,2,12;161,1
4,325,surface,9,0,0,0,2,1;2,0
4,326,surface,9,0,0,0,2,2;3;4,0
4,327,air,0,1,1,0,2,18,0
4,328,air,0,1,1,0,2,18,0
4,329,air,0,1,1,0,2,18,0
4,330,air,0,1,1,0,2,18,0
4,331,air,0,1,1,0,2,18,0
4,332,air,0,1,1,0,2,18,0
4,333,air,0,1,1,0,2,18,0
4,334,air,0,1,1,0,2,18,0
4,335,air,0,1,1,0,2,18,0
4,336,air,0,1,0,0,1,19,0
4,338,,0,0,50,0,1,5;6;7;8;9;15;16;17;18;19,0
4,339,air,0,40,18,0,1,1;2;3;4;5;6;7;8;9;42;62;82;122;222;242,0
4,340,air,0,18,1,0,1,6;10;11;12;13;26;42;62;82;182;202;242,0
4,342,air,0,25,0,0,1,1;2;3;4;5;6;7;8;9,0
4,343,air,0,25,0,0,1,1;2;3;4;5;6;7;8;9,0
4,344,air,0,66,0,0,1,5;6;10;11;25;26;41;42;61;62;81;82;121;122;181;182;201;202;221;222;241;242,0
4,345,air,0,44,0,0,1,,0
4,347,air,0,44,0,0,1,,0
4,349,,0,0,5,0,2,2;10;11,0
4,350,,0,0,5,0,2,10;12;13,0
4,351,,0,0,1,0,1,1,0
4,352,,0,0,1,0,1,1,0
4,353,,0,0,1,0,1,1,0
4,354,,0,0,1,0,1,2,0
4,355,,0,0,1,0,1,2,0
4,356,,0,0,1,0,1,2,0
4,357,,0,0,2,0,1,1;2,0
4,358,surface,1,0,0,0,1,18,0
4,359,surface,1,0,0,0,1,18,0
4,360,surface,1,0,0,0,1,18,0
4,361,surface,1,0,0,0,1,18,0
4,362,surface,1,0,0,0,1,17,0
4,363,surface,1,0,0,0,1,17,0
4,364,surface,1,0,0,0,1,17,0
4,365,surface,1,0,0,0,1,17,0
4,366,,0,0,1,0,1,199,0
4,367,,0,0,1,0,1,199,0
4,368,,0,0,1,0,1,199,0
4,369,,0,0,1,0,1,199,0
4,370,,0,0,1,0,1,199,0
4,371,,0,0,1,0,1,199,0
4,372,,0,0,1,0,1,199,0
4,373,,0,0,1,0,1,199,0
4,374,,0,0,1,0,1,199,0
4,375,,0,0,1,0,1,199,0
4,376,,0,0,1,0,1,199,0
4,377,,0,0,1,0,1,199,0
4,378,,0,0,1,0,1,199,0
4,379,,0,0,1,0,1,199,0
4,380,air,0,110,117,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,381,air,0,45,0,0,3,30;31;32;33;34;35;36;37;38;39;41,0
4,382,air,0,12,0,0,1,42;62;82;141;161;181,0
4,383,air,0,10,4,0,4,21;22;23;24;25;26;82;89;181,0
4,384,air,0,26,46,0,5,1;2;3;4;5;6;7;8;9;10;20;21;22;23;24;25;26;27;28;29;30;38;39,0
4,386,,0,0,4,0,1,11;12;13;14,0
4,390,,0,0,1,0,1,1,0
4,391,,0,0,1,0,1,2,0
4,392,,0,0,1,0,1,3,0
4,393,,0,0,3,0,1,4;13;14,0
4,394,,0,0,2,0,1,5;12,0
4,395,surface,76,0,1,0,2,6,0
4,396,air,0,6,1,0,2,7,0
4,397,surface,35,0,1,0,3,8,0
4,398,surface,5,0,3,0,1,9;10;11,0
4,400,,0,0,22,0,1,10;11,0
4,401,,0,0,22,0,1,10;11,0
4,402,,0,0,22,0,1,10;11,0
4,403,,0,0,22,0,1,10;11,0
4,404,,0,0,22,0,1,10;11,0
4,405,,0,0,22,0,1,10;11,0
4,406,,0,0,22,0,1,10;11,0
4,407,,0,0,22,0,1,10;11,0
4,408,,0,0,22,0,1,10;11,0
4,409,,0,0,22,0,1,10;11,0
4,410,,0,0,22,0,1,10;11,0
4,411,,0,0,22,0,1,10;11,0
4,412,air,0,16,0,0,3,1;2;3;4;189,0
4,413,air,0,16,0,0,3,1;2;3;4;189,0
4,414,air,0,16,0,0,3,1;2;3;4;189,0
4,415,air,0,16,0,0,3,1;2;3;4;189,0
4,416,,1,3,0,0,4,1;183,1
4,426,surface,16,0,0,0,1,10;11;12;13;14;64;163,0
4,427,surface,16,0,0,0,1,10;11;12;13;14;64;163,0
4,428,surface,16,0,0,0,1,10;11;12;13;14;64;163,0
4,429,surface,16,0,0,0,1,10;11;12;13;14;64;163,0
4,434,surface,1,0,0,0,1,16,0
4,435,surface,1,0,0,0,1,16,0
4,436,surface,1,0,0,0,1,16,0
4,437,surface,1,0,0,0,1,16,0
4,438,surface,1,0,0,0,1,15,0
4,439,surface,1,0,0,0,1,15,0
4,440,surface,1,0,0,0,1,15,0
4,441,surface,1,0,0,0,1,15,0
4,442,surface,1,0,0,0,1,14,0
4,443,surface,1,0,0,0,1,14,0
4,444,surface,1,0,0,0,1,14,0
4,445,surface,1,0,0,0,1,14,0
4,446,surface,1,0,0,0,1,14,0
4,447,surface,1,0,0,0,1,14,0
4,448,surface,1,0,0,0,1,14,0
4,449,surface,1,0,0,0,1,14,0
4,450,surface,2,0,0,0,1,121;141,0
4,451,surface,2,0,0,0,1,161;181,0
4,480,surface,1,0,0,0,1,142,0
4,481,surface,1,0,0,0,1,142,0
4,482,surface,1,0,0,0,1,143,0
4,483,surface,1,0,0,0,1,143,0
4,484,surface,1,0,0,0,1,43,0
4,485,surface,1,0,0,0,1,43,0
4,486,surface,1,0,0,0,1,142,0
4,487,surface,1,0,0,0,1,142,0
4,488,surface,1,0,0,0,1,143,0
4,489,surface,1,0,0,0,1,143,0
4,490,surface,1,0,0,0,1,43,0
4,491,surface,1,0,0,0,1,43,0
4,492,surface,1,0,0,0,1,142,0
4,493,surface,1,0,0,0,1,143,0
4,494,surface,1,0,0,0,1,143,0
4,495,surface,1,0,0,0,1,143,0
4,496,surface,1,0,0,0,1,43,0
4,497,surface,1,0,0,0,1,143,0
4,498,surface,1,0,0,0,1,143,0
4,499,surface,1,0,0,0,1,143,0
4,500,surface,18,0,0,0,1,,0
4,516,,0,0,48,0,1,,0
4,517,,0,0,48,0,1,1;2;3;4;5;6;7,0
4,518,,0,0,59,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0
4,519,surface,211,0,0,0,1,,0
4,520,,0,0,9,0,1,,0
4,521,,0,0,64,0,1,,0
4,522,surface,35,0,0,0,2,1;3;5;7;9;31;32,0
4,523,surface,35,0,0,0,2,1;3;5;7;9;31;32,0
4,524,surface,35,0,0,0,2,2;4;6;8;10;38;39,0
4,525,surface,16,0,0,0,1,,0
4,526,surface,12,0,0,0,1,10;11;12;13;14;16,0
4,527,surface,7,0,0,0,1,11;13;15;17,0
4,533,,0,0,3,0,1,,0
4,536,surface,22,0,15,0,1,32;34;36;38,0
4,538,surface,8,0,15,0,1,31;33;35;37,0
4,540,,0,0,10,0,1,,0
4,541,surface,50,0,0,0,1,1;2;3;4;5;6;7;11;12;13;14;15;16;17,0
4,559,,0,0,13,0,1,,0
4,630,,0,0,1,0,1,254,0
4,631,,0,0,1,0,1,254,0
4,632,,0,0,1,0,1,254,0
4,633,,0,0,1,0,1,254,0
4,634,,0,0,1,0,1,254,0
4,635,,0,0,1,0,1,254,0
4,636,,0,0,1,0,1,254,0
4,637,,0,0,1,0,1,254,0
4,638,,0,0,1,0,1,254,0
4,639,,0,0,1,0,1,254,0
4,641,,0,0,4,0,1,40;41;42;43,0
4,642,,0,0,24,0,1,31;32;33;34;35;36;37;38;39;41;61;81,0
4,643,surface,29,0,0,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29;30,0
4,645,air,0,1,0,0,1,29,0
4,646,air,0,1,0,0,1,29,0
4,647,air,0,1,0,0,1,29,0
4,648,air,0,1,0,0,1,29,0
4,649,air,0,1,0,0,1,29,0
4,650,air,0,1,0,0,1,29,0
4,651,air,0,1,0,0,1,29,0
4,652,air,0,1,0,0,1,29,0
4,653,air,0,2,0,0,1,27;28,0
4,654,air,0,2,0,0,1,27;28,0
4,655,air,0,2,0,0,1,27;28,0
4,656,air,0,2,0,0,1,27;28,0
4,657,air,0,2,0,0,1,27;28,0
4,658,air,0,2,0,0,1,27;28,0
4,659,,0,0,1,0,1,26,0
4,660,,0,0,1,0,1,26,0
4,661,,0,0,1,0,1,26,0
4,662,,0,0,1,0,1,26,0
4,663,,0,0,1,0,1,26,0
4,664,,0,0,1,0,1,25,0
4,665,,0,0,1,0,1,25,0
4,666,,0,0,1,0,1,25,0
4,667,,0,0,1,0,1,25,0
4,668,,0,0,1,0,1,25,0
4,669,,0,0,14,0,1,1;2;3;5;6;8;9;10;11;12;13,0
4,670,,0,0,12,0,1,1;2;3;4;5;6;8;11,0
4,671,,0,0,14,0,1,1;2;3;4;5;6;7;12,0
4,672,,0,0,23,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0
4,673,,0,0,1,0,1,161,0
4,674,,0,0,1,0,1,161,0
4,675,,0,0,1,0,1,141,0
4,676,,0,0,1,0,1,141,0
4,695,air,0,1,0,0,1,,0
4,711,surface,3,0,0,0,1,19,0
4,712,surface,3,0,0,0,1,19,0
4,713,surface,4,0,0,0,1,17;18;28,0
4,714,surface,4,0,0,0,1,17;18;28,0
4,715,surface,4,0,0,0,1,17;18;28,0
4,716,surface,16,0,0,0,1,17;18;28,0
4,717,surface,16,0,0,0,1,17;18;28,0
4,718,surface,16,0,0,0,1,17;18;28,0
4,719,surface,4,0,0,0,1,17;18;28,0
4,720,surface,4,0,0,0,1,17;18;28,0
4,721,surface,4,0,0,0,1,17;18;28,0
4,722,surface,20,0,0,0,1,1;2;3;4;5;6;7;8;9;10,0
4,723,surface,24,0,0,0,1,11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;27;28;29,0
4,724,surface,30,0,0,0,1,11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;33;38,0
4,725,surface,28,0,0,0,1,4;5;6;7;14;15;16;17;21;22;24;27;29;30;31;32;33;34;35;36;37;38;39;40,0
4,726,surface,6,0,0,0,1,31;32;35;38;39,0
4,727,surface,18,0,0,0,1,1;2;3;4;5;6;7;8;9;10;11;20,0
4,728,surface,1,0,0,0,1,35,0
4,731,air,0,60,0,0,1,10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34,0
4,739,air,0,35,0,0,2,1;6;7;8;9;10;16;19,0
4,740,air,0,35,0,0,2,1;6;7;8;9;10;16;19,0
4,741,air,0,35,0,0,2,1;6;7;8;9;10;16;19,0
4,742,air,0,218,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;25;26;27;28;29,0
4,743,air,0,218,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;25;26;27;28;29,0
4,744,air,0,218,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;25;26;27;28;29,0
4,772,surface,1,0,0,0,1,164,0
4,773,surface,1,0,0,0,1,164,0
4,774,surface,1,0,0,0,1,164,0
4,775,surface,1,0,0,0,1,164,0
4,779,surface,2,0,0,0,1,184;254,0
4,780,,0,0,2,0,1,14;15,0
4,781,,0,0,1,0,1,19,0
4,782,,0,0,1,0,1,18,0
4,783,,0,0,1,0,1,17,0
4,784,,0,0,28,0,1,1;2;3;4;5;6;7;8;9,0
4,785,,0,0,28,0,1,1;2;3;4;5;6;7;8;9,0
4,786,,0,0,4,0,1,1,0
4,787,,0,0,4,0,1,2,0
4,790,,0,0,3,0,1,1;2;13,0
4,792,,0,0,1,0,1,16,0
4,793,,0,0,1,0,1,16,0
4,794,,0,0,2,0,1,10,0
4,802,surface,12,0,0,0,1,1;3;9;21;31;35;37;165;185,0
4,803,surface,12,0,0,0,1,1;3;9;21;31;35;37;165;185,0
4,804,surface,12,0,0,0,1,1;3;9;21;31;35;37;165;185,0
4,805,surface,12,0,0,0,1,1;3;9;21;31;35;37;165;185,0
4,806,surface,12,0,0,0,1,2;4;10;22;32;36;38;165;185,0
4,807,surface,12,0,0,0,1,2;4;10;22;32;36;38;165;185,0
4,808,surface,12,0,0,0,1,2;4;10;22;32;36;38;165;185,0
4,809,surface,12,0,0,0,1,2;4;10;22;32;36;38;165;185,0
4,824,air,0,48,0,0,2,10;11;12;13;14;15;16;17;18;19,0
4,826,air,0,45,0,0,1,1;2;3;4;5;11;12;41;61;81;221;241,0
4,845,surface,87,0,0,0,1,,0
4,846,surface,58,0,0,0,1,,0
4,847,surface,257,0,0,0,1,,0
4,848,surface,5,0,0,0,1,,0
4,849,surface,462,0,0,0,1,,0
